,brand,current_price,old_price,discount,description,ratings,times_reviewed,ROM,RAM,mAh,camera,total_camera,screen_size(inch),star
117,Itel,21244,24000,11,"A32F 5"" Screen, Android 8.1, 8GB ROM + 1GB RAM, 5MP + 2MP Camera (+ Front Flash), Dual SIM Smartphone - Gold + Free Case",77,112,8.0,1.0,,5MP+2MP,7.0,5.0,4.0
118,Samsung,29900,34990,15,"Galaxy A2 Core 5"" 1GB RAM 16GB ROM 5MP + 5MP Camera Dual Sim 2600Mah  - Dark Gray",85,17,16.0,1.0,2600.0,5MP+5MP,10.0,5.0,4.5
119,Infinix,49899,59500,16,HOT 8 - ( 32GB ROM + 2GB RAM ) 4G LTE Smartphone - Quetzal Cyan,88,42,32.0,2.0,,,21.0,6.0,4.5
120,Fero,39500,39500,0,"Royale Y2 LITE 5.5-Inch (2GB, 16GB ROM) Android 7.0 Nougat, 13MP + 13MP Dual SIM 3G Smartphone - Gold",90,2,16.0,2.0,,13MP+13MP,26.0,5.5,4.5
121,Tecno,61990,65000,5,"Pouvoir 3 Plus, 6.35"" Amoled (64GB ROM+ 4GB RAM) , (13MP + 8MP + 2MP)+13MP FF, 6000mAh, 4G LTE,  - Midnight Black.",80,3,64.0,4.0,6000.0,13MP+8MP+2MP+13MP,36.0,6.35,4.0
122,Nokia,10800,19000,43,C5-00 3MP Bar Style 3G WCDMA Dual 3.15MP Bluetooth Camera Long Stand-by,74,3,32.0,4.0,,3MP+3.15MP,21.0,6.0,4.0
123,Itel,21000,23000,9,"A33 5.0"" Screen, Android 8.1, 16GB ROM + 1GB ROM, 2PCS 2200mAh Battery, Fingerprint, 5+2MP Camera - Black + FREE CASE",87,3,16.0,1.0,2200.0,2MP,2.0,5.0,4.5
124,Samsung,23990,100000,76,Galaxy S4 I9507V 4G Smartphone 5.0'' 2600mAh FHD 13MP+2MP 2GB+16GB Mobile Phone-White,76,67,16.0,2.0,2600.0,13MP+2MP,15.0,5.0,4.0
125,Itel,19900,19900,0,"A16 Plus 5.0"" Screen Android 8.1 Go Edition, 1GB RAM + 8GB ROM, 5MP+2MP, 2050mAh Dual SIM 3G - Black With Free Case",100,1,8.0,1.0,2050.0,5MP+2MP,7.0,5.0,5.0
126,Motorola,20990,79000,73,MOTO E3 Power XT1706 Smartphone 5'' HD 2GB/16GB  Quad-cord Dual SIM  3500mAh 4G LTE Mobile Phone,89,5,16.0,2.0,3500.0,,21.0,5.0,4.5
127,Itel,18000,19000,5,"A16 5-inch (512MB +8GB ROM) Android 8.1, 5MP + 2MP 2050mah Dual SIM 3G Smartphone - CHAMPAGNE GOLD",60,1,32.0,8.0,2050.0,5MP+2MP,7.0,5.0,3.0
128,Samsung,46990,86990,46,Galaxy C5 C5000 4G LTE Smartphone Super AMOLED 5.2 Inch Snapdragon 617 Octa Core 16MP Camera Cell Phone- Gold,100,1,32.0,4.0,,16MP,16.0,5.2,5.0
129,Itel,29600,30000,1,"P33 Plus 6.0"" Android 8.1, 5000mAh, 16GB+1GB RAM, Dual Rear Camera Fingerprint & Face Unlock - Champagne Gold",85,191,16.0,1.0,5000.0,,21.0,6.0,4.5
130,LG,29999,199999,85,Smart Phone， LG G4 4G LTE H815 Mobile Phone Hexa Core 5.5 Inch 16.0MP Camera 3GB+32GB-Gold,80,1,32.0,3.0,,16.0MP,16.0,5.5,4.0
131,Samsung,64900,94000,31,Galaxy S7 Smartphone Straight Screen 5.1'' 32GB ROM Quad Core 4G LTE Fingerprint -Silver,100,1,32.0,4.0,,,21.0,5.1,5.0
132,Sony,52900,95834,45,"Z5 Premium E6853 5.5"" Single SIM 3GB+32GB Octa Core 23.0MP 4G Smartphone(Silver)",60,1,32.0,3.0,,23.0MP,23.0,5.5,3.0
133,Nokia,34130,55490,38,3.1 5.2 Inch HD 3GB RAM 32GB ROM 13MP + 8MP Android 8.0  4G LTE Smartphone 2990mAh Dual Sim- White,93,8,32.0,3.0,2990.0,13MP+8MP,21.0,5.2,5.0
134,Elite,22670,45340,50,"SENSE ,Android 8.1.0 (Upgraded) 13MP(R)+8MP(F) Dual Sim 2+16GB , 4G Smartphone-Gold",67,13,16.0,2.0,,13MP+8MP,21.0,6.0,3.5
135,Tecno,75000,75000,0,"Camon 12 Pro CC9 6GB RAM 64GB ROM Android 9 Triple Camera ,16MP,8MP,2MP Rear,32mp/2.0 Selfie Camera",100,5,64.0,6.0,,16MP+8MP+2MP+32mp,58.0,6.0,5.0
136,Nokia,0,19000,58,C1 C1-01 GSM 2G FM Bluetooth Radio High Quality Oriiginal CellPhone-- Black,60,1,32.0,4.0,,,21.0,6.0,3.0
137,Tecno,59970,75000,20,"Pouvoir 3 Plus (LB8a), 6.35"", (64GB ROM+ 4GB RAM), Android 9, (13MP + 8MP + 2MP)+13MP, 6000mAh 4G LTE,- Midnight Black",94,9,64.0,4.0,6000.0,13MP+8MP+2MP+13MP,36.0,6.35,5.0
138,Gionee,42210,76990,45,"S11 Lite 5.7 Inch HD (4GB,64GB ROM) Android 7.1 13MP + 16MP, Hybrid Dual SIM 4G LTE Fingerprint ID Smartphone - Black",97,13,64.0,4.0,,13MP+16MP,29.0,5.7,5.0
139,Tecno,28500,28500,0,"POP 2F(B1F) - 5.5"" TOUCHSCREEN -16GB ROM + 1GB RAM -8MP + 5MP-FACE UNLOCK/FINGERPRINT-",94,3,16.0,1.0,,8MP+5MP,13.0,5.5,5.0
140,Oppo,38500,88500,56,OPPO A57 5.2 Inch 3GB 32GB (Expandable Up To 256GB) Android 6.0 Qualcomm Octa - Pink,100,1,32.0,3.0,,,21.0,5.2,5.0
141,Huawei,51900,55000,6,"Y6 Prime 2019 6.09-Inch HD+ Dewdrop (2GB,32GB ROM) Android 9.0 Pie, 13MP + 8MP Dual SIM 4G 3020mAh Smartphone - Midnight Black",88,87,32.0,2.0,3020.0,13MP+8MP,21.0,6.09,4.5
142,Tecno,26000,28000,7,"POP 2F ( B1F) -5.5""16GB ROM, 1GB RAM,8MP Front Camera +5MP Back Camera, Battery 2400mAh,Fingerprint & Face Unlock",87,243,16.0,1.0,2400.0,8MP+5MP,13.0,5.5,4.5
143,Letv,34155,68310,50,LeEco Le 2 X520 5.5 Inch 3000mAh Fast Charging 3GB RAM 32GB ROM -PINK,90,11,32.0,3.0,3000.0,,21.0,5.5,4.5
144,Nomu,35999,42999,16,"S10 PRO 4G 5.0""inch (3GB RAM 32GB ROM) Android 7.0  8.0MP Rear Camera 5000mAh Battery - BLACK",100,1,32.0,3.0,5000.0,8.0MP,8.0,5.0,5.0
145,Cubot,24880,55080,55,J5 5.5-Inch (2GB+16GB) Quad Core Android 9.0 Pie 5MP+8MP Smartphone,92,18,16.0,2.0,,5MP+8MP,13.0,5.5,5.0
146,Infinix,42000,42000,0,"HOT 7 (X624B) 32GB+2GB, 6.2"", 3G, 4000 MAh, Dual SIM, Fingerprint, 13MP + 8MP - Champagne Gold",87,221,32.0,2.0,4000.0,13MP+8MP,21.0,6.2,4.5
147,Nokia,500,0,28,2700c 2700 Classic Mobile Phone Camera Vedio Bluetooth MP4,74,3,32.0,4.0,,,21.0,6.0,4.0
148,Bontel,17500,17500,0,"E11 5-Inch (1GB,8GB ROM) Android 7.0 Nougat, 13MP + 8MP 4000mAh 3G Smartphone - Black",74,138,8.0,1.0,4000.0,13MP+8MP,21.0,5.0,4.0
149,Nokia,800,0,24,2700/c Camera Vedio Bluetooth GSM 2MP FM MP3 Mobile Phone,20,1,32.0,4.0,,2MP,2.0,6.0,1.0
150,Infinix,66900,75000,11,"HOT 8 6.52"" HD+ (64GB ROM,4GB RAM) (13MP + 2MP + QVGA) + 8MP Front Camera 5000mAh-Midnight Black",100,1,64.0,4.0,5000.0,13MP+2MP+8MP,23.0,6.52,5.0
151,Blackview,39999,39999,0,Blackview A60 Smartphone 4080mAh Battery 19:9 6.1 Inch Dual Camera 1GB RAM 16GB ROM Mobile Phone 13MP+5MP Camera,83,19,16.0,1.0,4080.0,13MP+5MP,18.0,6.1,4.5
152,Cubot,55999,89999,38,Power 5.99-Inch (6GB+128GB) Octa-core 6000mAh 13MP+20MP Smartphone -Black,80,2,128.0,6.0,6000.0,13MP+20MP,33.0,5.99,4.0
153,Infinix,65072,75000,13,"HOT 8(X650D) 6.6"" HD+ (32GB ROM, 3GB RAM) (13MP + 2MP + QVGA) + 8MP Front Camera, 5000mAh Battery - QUETZAL CYAN",100,1,32.0,3.0,5000.0,13MP+2MP+8MP,23.0,6.6,5.0
154,Infinix,65072,75000,13,"HOT 8(X650D) 6.6"" HD+ (32GB ROM, 3GB RAM) (13MP + 2MP + QVGA) + 8MP Front Camera, 5000mAh Battery - COSMIC PURPLE",89,9,32.0,3.0,5000.0,13MP+2MP+8MP,23.0,6.6,4.5
155,Blackview,49999,49999,0,"A10 5.0"" HD 18:9 2GB+16GB Android 7.0 Quad Core Fingerprint ID 2800mAh 3G Ultra-Slim Smartphone",100,1,16.0,2.0,2800.0,,21.0,5.0,5.0
156,Samsung,79999,85999,7,"Galaxy C9 Pro 4G Phablet 6"" Inch (6GB RAM 64GB ROM), Android 6.0 4000mAh Battery - Pink",98,7,64.0,6.0,4000.0,,21.0,6.0,5.0
157,Unicorn,59000,59000,0,Smartphone Android 4GB RAM+32GB ROM Dual Sim 5.8 Inch/5.0 Inch MTK6580 Octa Core 3G - Gold,60,1,32.0,4.0,,,21.0,5.8,3.0
158,Gionee,78000,78000,0,S10 LITE 5.2-Inch 4G RAM 32G ROM Qualcomm Snapdragon 13MP+16MP Camera 4G Smartphone,70,62,32.0,4.0,,13MP+16MP,29.0,5.2,3.5
159,Oukitel,59999,59999,0,C17 Pro 6.35'' 19:9 4GB RAM 64GB ROM MT6763 Smartphone 13MP Fingerprint Octa Core Android 9.0 4G Mobile Phone 3900mAh,20,1,64.0,4.0,3900.0,13MP,13.0,6.35,1.0
160,UMIDIGI,60860,121720,50,UMIDIGI Power Global Bands 6.3 Inch FHD+ Waterdrop Display NFC 5150mAh 4G+64G Smartphone(EU Version)-Black,50,2,64.0,4.0,5150.0,,21.0,6.3,2.5
161,Homtom,57000,57000,0,S8 Smartphone 5.7'' Android 7.0 4+64GB Fingerprint GPS Fast Charge,45,4,64.0,4.0,,,21.0,5.7,2.5
162,Infinix,60590,70000,13,"HOT 8(X650B) 6.6"" HD+ (32GB ROM, 2GB RAM) (13MP + 2MP + QVGA) + 8MP Front Camera 5000mAh - Quetzal Cyan",88,24,32.0,2.0,5000.0,13MP+2MP+8MP,23.0,6.6,4.5
163,Blackview,33920,49014,31,"A60 Pro 3GB+16GB 6.088"" Waterdrop Screen Android 9.0 4G Dual SIM Smartphone - Blue",100,1,16.0,3.0,,,21.0,6.09,5.0
164,Cubot,54999,89999,39,Power 5.99-Inch (6GB+128GB) Octa-core 6000mAh 13MP+20MP Smartphone -Blue,90,4,128.0,6.0,6000.0,13MP+20MP,33.0,5.99,4.5
165,Blackview,39999,39999,0,Blackview A60 Smartphone 4080mAh Battery 19:9 6.1 Inch Dual Camera 1GB RAM 16GB ROM Mobile Phone 13MP+5MP Camera,83,9,16.0,1.0,4080.0,13MP+5MP,18.0,6.1,4.5
166,Nokia,89999,89999,0,X5 3GB+32GB ROM 5.86-inch HD 13MP+5MP Back Camera Dual Card 4G Smartphone,89,15,32.0,3.0,,13MP+5MP,18.0,5.86,4.5
167,Jodom,38999,38999,0,N5 PRO 6.3 Inch HD Water Drop Screen 1G+16G MTK6580 Dual SIM Dual Standby Mobile Phone,100,1,16.0,1.0,,,21.0,6.3,5.0
168,Gionee,38000,45000,16,"S11 Lite 5.7-Inch (4GB,32GB ROM) Android 7.1 Nougat (13MP+2MP)+16MP, Hybrid Dual SIM 4G Fingerprint ID Smartphone- Black",91,11,32.0,4.0,,13MP+2MP+16MP,31.0,5.7,5.0
169,LG,29999,199999,85,Smart Phone， LG G4 4G LTE H815 Mobile Phone Hexa Core 5.5 Inch 16.0MP Camera 3GB+32GB-Brown,40,2,32.0,3.0,,16.0MP,16.0,5.5,2.0
170,Huawei,47500,50900,7,"Y5 2019 5.71-Inch (2GB, 32GB ROM) Android 9, 13MP + 5MP Dual SIM 4G Smartphone - Amber Brown",87,84,32.0,2.0,,13MP+5MP,18.0,5.71,4.5
171,AfriOne,61000,70000,13,Afrione Cygnus X 20mp Ai Selfie & Rear Camera – 6.53″ Waterdrop Full Screen Display – 4GB/64GB,60,5,64.0,4.0,,20mp,20.0,6.0,3.0
172,Oppo,77967,78000,1,"Realme 5i 4GB+64GB 6.52"" 12MP Triple Camera Snapdragon 665 Dual SIM 5000mAh-Green",80,1,64.0,4.0,5000.0,12MP,12.0,6.52,4.0
173,Tecno,28000,28000,0,"WX3 Lite 5-Inch (1GB, 8GB ROM) Android 7.0 Nougat, 5MP + 5MP Dual SIM 4G Smartphone - Gold",83,57,8.0,1.0,,5MP+5MP,10.0,5.0,4.5
174,Fero,49000,49000,0,Royale J1-Gold,80,1,32.0,4.0,,,21.0,6.0,4.0
175,Nokia,129990,129990,0,"7.2, 6.3-Inch LCD (6GB RAM, 128GB ROM) Android 9.0, (48MP + 8MP + 5MP)+20MP, Dual SIM 4G Smartphone - Ice",40,1,128.0,6.0,,48MP+8MP+5MP+20MP,81.0,6.3,2.0
176,LG,29999,199999,85,Smart Phone， LG G4 4G LTE H815 Mobile Phone Hexa Core 5.5 Inch 16.0MP Camera 3GB+32GB-leather Black,80,1,32.0,3.0,,16.0MP,16.0,5.5,4.0
177,Motorola,78000,78000,0,"Moto G5S XT1799 5.2-inch (4GB, 64GB ROM) 3000mAh, 16MP+16MP, Android 7.1, 4G LTE Smartphone - Black",95,4,64.0,4.0,3000.0,16MP+16MP,32.0,5.2,5.0
178,LG,79900,79900,0,"G6 5.7"" (4GB , 32GB) 4G Single SIM , Android 7 , Dual13MP - Black",87,3,32.0,4.0,,13MP,13.0,5.7,4.5
179,LG,69900,69900,0,"G6 5.7"" (4GB , 32GB) 4G Single SIM ,Android 7 , 13MP - Black",100,2,32.0,4.0,,13MP,13.0,5.7,5.0
180,Swiss,16500,19500,15,"SD 510- Dual Sim- 8gb Rom, 1gb Ram, 3g, 1.3GHz Quad Core- Black",80,3,8.0,1.0,,,21.0,6.0,4.0
181,Gionee,99900,99900,0,"M7P (4GB, 64GB ROM) 5000mAh, 13MP Android 7.1 Dual Sim 4G  - Gold",80,3,64.0,4.0,5000.0,13MP,13.0,6.0,4.0
182,Oukitel,24099,38080,37,C8 3G Phablet 5.5 Inch Android 7.0 Quad Core 2GB RAM 16GB ROM 8.0MP Rear Camera - GOLDEN,87,3,16.0,2.0,,8.0MP,8.0,5.5,4.5
183,Huawei,128395,155000,17,"Honor 8X Max 6GB+128GB 7.12""Dual Camera Snapdragon 660 Octa Core Fingerprint Unlock Dual SIM 18W QC 5000mAh-Black",80,1,128.0,6.0,5000.0,,21.0,7.12,4.0
184,Itel,31590,35000,10,"P33 Plus 6.0"" Android 8.1, 5000mAh, 16GB+1GB RAM, Dual Rear Camera, Fingerprint & Face Unlock -Gradation Blue +32GB CARD",90,130,16.0,1.0,5000.0,,21.0,6.0,4.5
185,Lenovo,49000,49000,0,K5 Play 5.7 Inch IPS 3GB RAM 32GB ROM 13MP + 8MP Android 8.0 Dual Sim 4G LTE Smartphone 3000mAh,60,2,32.0,3.0,3000.0,13MP+8MP,21.0,5.7,3.0
186,Blackview,102900,155143,34,"Blackview BV9600, 4GB+64GB, IP68/IP69K Waterproof Dustproof Shockproof, Dual Back Cameras, 5580mAh Battery, Face ID & Side-mounted Fingerprint Identification, 6.21 Inch Android 9 Helio P70 (MTK6771T) Octa Core Up To 2.1GHz",90,2,64.0,4.0,5580.0,,21.0,6.21,4.5
187,XIAOMI,140000,140000,0,"(Mi) Redmi Note 7 6.3-Inch FHD (3GB, 32GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID Smartphone - Black",98,7,32.0,3.0,,48MP+5MP+13MP,66.0,6.3,5.0
188,XIAOMI,45990,95990,52,Redmi 8 4GB RAM 64GB ROM Mobile Phone Snapdragon 439 Octa Core 12MP Dual Camera 5000mAh Battery,100,1,64.0,4.0,5000.0,12MP,12.0,6.0,5.0
189,Blackview,75380,114114,34,"Blackview BV6800 Pro Rugged Phone, 4GB+64GB,Android 8.0 MTK6750T Octa Core Up To 1.5GHz, NFC, Wireless Charging ",95,4,64.0,4.0,,,21.0,6.0,5.0
190,Infinix,110500,110500,0,"Infinix ZERO 6(X620B) - 6.2"" FHD+ -64GB ROM + 6GB RAM -12MP/24MP + 20MP -AI ASSISTANT",90,2,64.0,6.0,,12MP+24MP+20MP,56.0,6.2,4.5
191,Fero,28000,28000,0,"Power 2 5.0-Inch IPS (1GB RAM, 8GB ROM) Android 6.0 Marshmallow, 5MP + 2MP Smartphone - Space Grey",100,1,8.0,1.0,,5MP+2MP,7.0,5.0,5.0
192,Gome,46000,46000,0,U7 5.99 Inch FHD 4GB RAM 64GB ROM Android 7.1 Iris Recognition 13MP + 13MP Dual Sim 4G Smartphone,74,3,64.0,4.0,,13MP+13MP,26.0,5.99,4.0
193,Doogee,68760,98229,30,"S60 Lite 4GB+32GB 5580mAh Battery 5.2"" Android 7.0 4G NFC OTA Smartphone - Silver",100,1,32.0,4.0,5580.0,,21.0,5.2,5.0
194,Gome,33790,44990,25,U7 5.99 Inch 4GB RAM 64GB ROM Android 7.1 Octa Core NFC 3050mAh Iris Recognition 4G LTE Smartphone,90,2,64.0,4.0,3050.0,,21.0,5.99,4.5
195,Doogee,69000,95100,27,S60 Lite Triple Proofing Phone (4GB RAM + 32GB ROM) 5.2 Inch Android 7.0 4G Smartphone - Sliver,100,1,32.0,4.0,,,21.0,5.2,5.0
196,Huawei,128395,155000,17,"Honor 8X Max 6GB+128GB 7.12""Dual Camera Snapdragon 660 Octa Core Fingerprint Unlock Dual SIM 18W QC 5000mAh-Blue",75,4,128.0,6.0,5000.0,,21.0,7.12,4.0
197,Huawei,129229,162380,20,"Y9 (2019) 6GB+128GB 6.5"" 16MP+2MP AI Dual Camera Kirin 710 Octa Core Fingerprint Unlock Dual SIM 4000mAh-Black",100,1,128.0,6.0,4000.0,16MP+2MP,18.0,6.5,5.0
198,Blackview,154000,220000,30,"BV9700 Pro 6GB+128GB 5.84"" Android 9.0 NFC Wireless Charge Smartphone - Tarnish",100,2,128.0,6.0,,,21.0,5.84,5.0
199,Huawei,75000,75000,0,"Y5 Lite 5.45-Inch HD+ (1GB, 16GB ROM) Android 8.1 Oreo Go, 8MP + 5MP Dual SIM 4G Smartphone - Blue",85,91,16.0,1.0,,8MP+5MP,13.0,5.45,4.5
200,Desire,24120,33688,28,Desire 530 Android 5.1 Flash 1GB RAM+8GB ROM 5.0 Inch Dual Standby Smartphone - Black,80,1,8.0,1.0,,,21.0,5.0,4.0
201,Vernee,34041,48679,30,"Thor Plus, 4G, 5.5 Inch (3GB RAM + 32GB ROM) Android 7.0, Dual SIM - Black",80,1,32.0,3.0,,,21.0,5.5,4.0
202,XIAOMI,78000,95000,18,"Redmi Note 7 Dual Sim- 6.3 Inches 4GB+128GB, 48MP+5MP Rare Dual Camera, Face & Fingerprint Identification- Space Black",100,1,128.0,4.0,,48MP+5MP,53.0,6.3,5.0
204,Gionee,99900,99900,0,M7 Power (4GB+64GB) 6.0 Inch 5000mAh Battery Android 7.1 Snapdragon Octa Core 1.4GHz 4G-LTE - Black,100,3,64.0,4.0,5000.0,,21.0,6.0,5.0
205,Huawei,71120,101600,30,"Honor 8C, Dual 4G, 4GB+32GB, 6.26 Inch EMUI 8.2 (Android 8.1) Smartphone - Black",100,1,32.0,4.0,,,21.0,6.26,5.0
206,Vernee,47990,99990,52,Mix 2 4G Phablet 6.0 Inch Android 7.0 6GB RAM 64GB ROM 13.0MP + 5.0MP - BLACK,80,4,64.0,6.0,,13.0MP+5.0MP,18.0,6.0,4.0
207,Gionee,99990,99990,0,M6 5.5'HD 4G RAM+64G ROM 13MP 8MP Camera 5000mAh Battery Android OS 4G Smartphone,72,7,64.0,4.0,5000.0,13MP+8MP,21.0,5.5,4.0
208,Oppo,145930,175116,17,Realme 3 Pro 4G Phablet 6.3 Inch Android 9.0 6GB RAM 128GB ROM 4045mAh Battery-VIOLET,100,1,128.0,6.0,4045.0,,21.0,6.3,5.0
209,Blackview,169770,242529,30,"BV9500 Pro Rugged Phone 6GB+128GB10000mAh Battery 5.7"" Android 8.1 NFC Smartphone - Green",80,1,128.0,6.0,10000.0,,21.0,5.7,4.0
210,Elephone,38000,96900,61,Elephone P11 3D SmartPhone 4GB 64GB Android 8.0 MTK6797T  6.0 Inch 16MP+8MP 3200mah Mobile Phone,60,1,64.0,4.0,3200.0,16MP+8MP,24.0,6.0,3.0
211,Nokia,0,19000,63,C Series C1-02 - Black Cellular Phone Multiple Keyboards-- Black,100,1,32.0,4.0,,,21.0,6.0,5.0
213,Infinix,52999,55000,4,"HOT 8, 6.6"" HD+ AndriodTM 9 Pie, (2GB RAM, 32GB ROM) (13+2MP/Rear & 8MP/Front), 5000mAh 4G LTE+ Free 32GB Memory Card",100,1,32.0,2.0,5000.0,2MP+8MP,10.0,6.6,5.0
214,Tecno,26350,27500,4,"POP2 F (B1F) 5.5"" 16GB ROM,1GB RAM,8MP Front +5MP Back, Battery 2400mAh,Fingerprint & Face Unlock, Midnight Black.",90,6,16.0,1.0,2400.0,8MP+5MP,13.0,5.5,4.5
215,Oukitel,28602,40901,30,"OUKITEL C11 Pro 4G 5.5"" 3GB RAM + 16GB ROM Android 8.1 - BLUE",80,1,16.0,3.0,,,21.0,5.5,4.0
216,Leagoo,29999,29999,0,"M9 5.5-Inch IPS (2GB,16GB ROM) Android 7.0 Nougat (8MP + 2MP) + (5MP + 2MP) 3G Smartphone - Blue",74,194,16.0,2.0,,8MP+2MP+5MP+2MP,17.0,5.5,4.0
217,Elephone,0,0,0, PX 16MP Pop Up Camera Mobile Phone Android 9.0 Fingerprint Smartphone 2019 New,80,1,32.0,4.0,,16MP,16.0,6.0,4.0
218,XIAOMI,53990,53990,0,"Redmi 4A 5.0"" (2GB,16GB ROM) Android 6.0 Marshmallow, 13MP + 5MP Hybrid Dual SIM 4G - Black",94,9,16.0,2.0,,13MP+5MP,18.0,5.0,5.0
219,Leagoo,100000,100000,0,M9 5.5 Inch 18:9 Quad Camera 2GB RAM 16GB ROM MT6580A 1.3GHz Quad Core 3G Smartphone,90,2,16.0,2.0,,,21.0,5.5,4.5
220,Nokia,400,0,40,1682 1682c 2G GSM 900/1800 Mobilephone Classic Barphone-Blue,100,1,32.0,4.0,,,21.0,6.0,5.0
221,Nokia,30500,60377,49,Global Version Nokia 3.1 Smartphone Android 5.2 Inch HD+ 3GB 32GB MT6750N Octa-Core 2990mAh 4G LTE Mobile Phone ,100,1,32.0,3.0,2990.0,,21.0,5.2,5.0
222,SOYES,31900,54900,42,XS Smartphone 2GB+16GB Android 7.0 4G Wifi GPS Google Play Super Mini Pocket Mobile Phone - Dazzle,60,1,16.0,2.0,,,21.0,6.0,3.0
223,Oukitel,106730,138749,23,K12 4G 6.3-inch 6GB RAM 64GB Dual Rear Cameras-BLACK,100,1,64.0,6.0,,,21.0,6.3,5.0
224,Itel,38500,38500,0,"S15 Pro 6.088"" HD+, 16MP AI Selfie Camera, 2GB RAM + 32GB ROM, Android 9, 4G, Face ID & Fingerprint, 3000mAh - Purple",100,1,32.0,2.0,3000.0,16MP,16.0,6.09,5.0
225,Gionee,44990,44990,0,"S10Lite 5.2” HD  (4GB,32GB) Android 7.1, 16MP+13MP Dual SIM 4G LTE Smartphone 3,100mAh - Black",87,6,32.0,4.0,100.0,16MP+13MP,29.0,6.0,4.5
226,LG,89900,89900,0,"G6 5.7"" (4GB , 64GB) 4G Single SIM ,Android 7 , 13MP - Black",80,1,64.0,4.0,,13MP,13.0,5.7,4.0
227,Infinix,49400,55000,10,"HOT 8 (X650B) 6.6"" HD+, 2GB RAM + 32GB ROM, 5000mAh, Android 9, 13MP Triple AI Camera, 4G Face ID & Fingerprint - Purple",20,1,32.0,2.0,5000.0,13MP,13.0,6.6,1.0
228,Samsung,139352,179600,22,"Galaxy A8s 6GB+128GB 6.4"" 24MP+10MP+5MP Triple Cameras Snapdragon 710 Octa Core 4G Smartphone Dual Sim 3400mAh-Black",100,4,128.0,6.0,3400.0,24MP+10MP+5MP,39.0,6.4,5.0
229,Oukitel,25550,35690,28,C5 Pro - 5.0 4G Android 6.0 MTK6737 Quad Core 2GB/16GB UK PLUG - Black,60,1,16.0,2.0,,,21.0,6.0,3.0
230,Infinix,65000,109000,40,"Zero 4 (X555) 5.5-Inch IPS LCD (3GB RAM,32GB ROM) Android 6.0 Marshmallow, 16MP + 8MP Dual SIM 4G LTE Smartphone -",60,1,32.0,3.0,,16MP+8MP,24.0,5.5,3.0
231,Blackview,149240,213200,30,"BV9600 Pro, 6GB+128GB, 6.21 Inch Android 8.1, 5580mAh Battery (16.0MP + 8.0MP) Back Camera - Black",100,1,128.0,6.0,5580.0,16.0MP+8.0MP,24.0,6.21,5.0
232,Doogee,72790,103986,30,"S60 Lite Triple Proofing Phone 4GB+32GB 5580mAh Battery 5.2"" Android 7.0 4G NFC Smartphone - Black",80,1,32.0,4.0,5580.0,,21.0,5.2,4.0
233,Asus,63990,63990,0,ZenFone 3 ZE552KL Mobile Phone 4GB RAM 64GB ROM Qualcomm Octa Core -White,80,1,64.0,4.0,,,21.0,6.0,4.0
234,Gionee,24990,30000,17,"M6 Mini - 5.45' 16GB ROM, 1GB RAM, 8MP Camera, 4000 MAh Battery - Gold With 15 Months Warranty",54,3,16.0,1.0,4000.0,8MP,8.0,5.45,3.0
235,XIAOMI,75000,80000,6,"Redmi Note 7- Dual Sim, 6.3-Inch FHD (4GB, 64GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G - Space Black",100,1,64.0,4.0,,48MP+5MP+13MP,66.0,6.3,5.0
236,Gionee,100000,100000,0,"S11 Lite 5.7-Inch HD 18:9 Full Screen 4GB,64GB ROM Android 7.1  Dual SIM 4G LTE Fingerprint ID Smartphone - Gold",100,1,64.0,4.0,,,21.0,5.7,5.0
237,Huawei,32699,50299,35,Honor 7 64GB ROM 3GB RAM 90% New Smartphone 20MP+8MP Android 5.0 Dual SIM-Grey,90,2,64.0,3.0,,20MP+8MP,28.0,6.0,4.5
238,Oukitel,137000,153216,11,K12 4G 6.3-inch Smartphone MT6765 Helio P35 2.3GHz 6GB RAM 64GB Dual Rear Cameras - Black,80,1,64.0,6.0,,,21.0,6.3,4.0
239,Huawei,39900,59900,33,P8 4G LTE Mobile Phone Android Kirin 935 Octa Core 5.2 Inch IPS 1920X1080 3GB RAM 16GB ROM 13.0MP  - Moon Silver,100,1,16.0,3.0,,13.0MP,13.0,5.2,5.0
240,Motorola,100000,100000,0,MOTO P30 Play Smartphone 4GB 64GB 5.86 Inch  3000mAh 4G LTE Snapdragon 625 Octa Core Fingerprint ID Mobile Phone-White,60,2,64.0,4.0,3000.0,,21.0,5.86,3.0
241,Nokia,500,0,28,1616 Mobile Phone  LED Torch GSM 900/1800 Cheap Call 2G GSM Multilingual Language,60,1,32.0,4.0,,,21.0,6.0,3.0
242,LG,43500,56500,23,"V20 5.7"" Inches Quad Core 4GB RAM 64GB ROM 16MP LTE Fingerprint Mobile Phone -Silver",80,1,64.0,4.0,,16MP,16.0,5.7,4.0
243,XIAOMI,101704,102999,1,"(Xiaomi)Redmi Note 7 Pro 6GB+128GB 6.3"" 48MP+5MP 13MP AI Camera Quick Charge 4.0 Dual Sim 4000mAh",94,9,128.0,6.0,4000.0,48MP+5MP+13MP,66.0,6.3,5.0
